fiberlookup_initial,fiberlookup_latency,fiberlookup_stop_latency,fiberlookup_miss_latency,fiberlookup_starting,incr_type,fiberlookup_ii,fiberlookup_numerator_factor,fiberlookup_denominator_factor,diff1,diff2,diff3,diff4,diff5,diff6,diff7,diff8,diff9,diff10,timestamp
0,2,7,70,1,0,1,173,86,3.0,460.0,459.0,106.0,331.0,280.0,222.0,70.0,292.0,457.0,337634
2,1,15,70,1,0,1,144,86,1.0,393.0,392.0,86.0,303.0,266.0,195.0,71.0,273.0,393.0,337686
0,2,7,70,28,0,1,148,86,27.0,428.0,427.0,110.0,328.0,274.0,225.0,94.0,295.0,425.0,337729
0,9,66,100,0,1,1,6,1,43.0,1293.0,1292.0,445.0,799.0,758.0,589.0,133.0,689.0,1286.0,337776
6,1,7,70,1,0,1,144,86,5.0,397.0,396.0,98.0,319.0,314.0,199.0,79.0,293.0,401.0,337824
0,2,31,70,1,0,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,337865
0,2,0,69,5,0,1,69,51,1.0,329.0,328.0,57.0,264.0,208.0,169.0,67.0,238.0,327.0,337908
0,0,0,64,0,0,1,37,22,2.0,386.0,385.0,73.0,283.0,235.0,187.0,60.0,251.0,383.0,337954
0,1,7,70,6,0,1,144,86,4.0,396.0,395.0,85.0,300.0,247.0,198.0,72.0,268.0,394.0,338000
2,2,92,0,0,0,3,48,100,1.0,488.0,490.0,9.0,188.0,1506.0,53.0,6.0,175.0,885.0,338048
2,5,99,100,6,1,1,163,47,25.0,790.0,789.0,260.0,553.0,503.0,383.0,121.0,491.0,788.0,338095
0,2,7,70,19,0,1,110,87,13.0,326.0,325.0,66.0,271.0,213.0,176.0,80.0,246.0,324.0,338145
0,10,7,70,66,0,1,144,86,73.0,456.0,455.0,145.0,360.0,307.0,258.0,132.0,328.0,454.0,338183
0,48,7,55,1,0,1,144,86,46.0,376.0,375.0,65.0,265.0,227.0,178.0,52.0,233.0,374.0,338234
0,1,7,70,1,0,1,144,86,1.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,338279
2,2,7,57,13,0,1,139,86,12.0,381.0,380.0,80.0,284.0,257.0,190.0,68.0,255.0,380.0,338324
3,0,100,0,0,2,1,101,9,86.0,2253.0,2253.0,763.0,1151.0,1386.0,938.0,88.0,950.0,2244.0,338366
0,8,28,70,1,0,1,114,96,1.0,293.0,292.0,42.0,245.0,186.0,152.0,62.0,222.0,291.0,338414
3,2,78,46,1,0,2,6,84,6.0,247.0,245.0,29.0,165.0,782.0,48.0,39.0,162.0,448.0,338456
5,2,2,72,1,0,1,144,86,5.0,398.0,397.0,97.0,319.0,304.0,200.0,79.0,292.0,401.0,338502
0,12,0,54,0,0,1,67,2,294.0,6802.0,6801.0,2544.0,3540.0,3820.0,2881.0,335.0,2935.0,6768.0,338544
0,2,7,70,1,0,1,137,86,2.0,375.0,374.0,73.0,287.0,232.0,187.0,65.0,257.0,373.0,338591
3,2,13,70,40,0,1,144,86,42.0,433.0,432.0,128.0,346.0,317.0,235.0,112.0,317.0,434.0,338631
0,2,32,70,1,0,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,338671
0,2,8,67,17,0,1,144,86,16.0,404.0,403.0,93.0,305.0,255.0,206.0,80.0,273.0,402.0,338728
0,10,6,70,18,0,1,144,96,22.0,372.0,371.0,82.0,294.0,238.0,195.0,81.0,265.0,370.0,338771
6,2,7,70,10,0,1,144,95,13.0,375.0,374.0,95.0,312.0,304.0,195.0,86.0,289.0,378.0,338818
0,2,7,86,1,0,1,98,86,6.0,299.0,298.0,54.0,272.0,197.0,163.0,77.0,249.0,297.0,338864
0,2,7,70,60,0,1,144,86,59.0,450.0,449.0,139.0,354.0,301.0,252.0,126.0,322.0,448.0,338911
0,9,7,70,5,0,1,144,95,9.0,364.0,363.0,72.0,283.0,227.0,184.0,69.0,254.0,361.0,338953
0,2,7,70,1,0,1,146,86,0.0,396.0,395.0,81.0,297.0,244.0,195.0,67.0,265.0,393.0,338999
0,26,7,93,1,0,1,144,86,24.0,414.0,413.0,103.0,341.0,265.0,216.0,90.0,309.0,412.0,339053
3,16,42,99,1,0,2,97,41,29.0,763.0,761.0,203.0,508.0,1058.0,296.0,113.0,463.0,961.0,339105
1,0,100,67,13,0,1,38,63,1.0,185.0,184.0,8.0,195.0,175.0,113.0,67.0,184.0,185.0,339156
0,0,7,55,1,0,1,156,86,1.0,404.0,403.0,75.0,280.0,242.0,190.0,52.0,245.0,401.0,339203
0,2,7,59,1,0,1,122,86,3.0,328.0,327.0,49.0,247.0,202.0,160.0,53.0,219.0,326.0,339246
0,6,20,74,12,1,1,2,67,0.0,74.0,73.0,33.0,145.0,71.0,69.0,67.0,143.0,73.0,339291
0,2,7,70,1,0,1,144,88,2.0,384.0,383.0,77.0,292.0,236.0,190.0,65.0,260.0,381.0,339336
0,12,2,100,0,1,1,72,100,0.0,227.0,226.0,34.0,257.0,163.0,142.0,87.0,242.0,226.0,339381
0,2,7,70,1,0,1,144,80,0.0,416.0,415.0,89.0,308.0,255.0,204.0,67.0,274.0,414.0,339433
0,2,7,70,1,1,1,3,86,15.0,60.0,59.0,48.0,127.0,56.0,54.0,52.0,124.0,59.0,339474
7,8,0,0,4,2,1,0,1,1.0,0.0,0.0,90.0,21.0,77.0,2.0,5.0,26.0,6.0,339522
0,13,0,100,7,0,1,55,45,12.0,336.0,335.0,80.0,315.0,226.0,191.0,98.0,291.0,334.0,339565
0,0,7,70,1,0,1,144,88,3.0,384.0,383.0,77.0,292.0,236.0,190.0,65.0,260.0,381.0,339607
4,2,16,70,13,0,1,129,86,13.0,371.0,370.0,89.0,305.0,281.0,194.0,84.0,280.0,373.0,339651
31,2,7,70,1,0,1,144,86,31.0,422.0,421.0,173.0,419.0,614.0,224.0,129.0,418.0,451.0,339693
0,2,7,70,29,0,1,113,78,25.0,373.0,372.0,90.0,301.0,244.0,202.0,92.0,272.0,371.0,339731
37,2,7,70,1,0,1,144,86,37.0,428.0,427.0,191.0,443.0,686.0,230.0,141.0,448.0,463.0,339770
0,2,7,68,1,0,1,144,86,0.0,389.0,388.0,78.0,291.0,240.0,191.0,65.0,259.0,387.0,339811
0,0,6,58,1,0,1,110,50,3.0,486.0,485.0,108.0,326.0,289.0,226.0,59.0,284.0,482.0,339859
1,0,86,23,0,0,1,148,79,0.0,384.0,383.0,50.0,225.0,292.0,164.0,22.0,191.0,382.0,339904
0,2,5,56,31,0,1,144,86,30.0,407.0,406.0,96.0,297.0,258.0,209.0,83.0,265.0,405.0,339947
0,2,7,67,1,0,1,144,86,0.0,388.0,387.0,77.0,289.0,239.0,190.0,64.0,257.0,386.0,339986
0,2,5,70,1,0,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,340026
0,2,4,70,7,0,1,144,81,6.0,418.0,417.0,94.0,312.0,259.0,208.0,73.0,278.0,415.0,340066
0,2,7,70,1,0,6,144,86,30.0,1391.0,1385.0,240.0,650.0,3607.0,253.0,92.0,603.0,2384.0,340104
0,6,13,70,1,0,1,165,86,5.0,440.0,439.0,99.0,321.0,269.0,214.0,68.0,284.0,437.0,340153
1,2,7,65,8,0,1,148,86,8.0,404.0,403.0,88.0,302.0,261.0,201.0,71.0,270.0,402.0,340197
0,2,5,70,15,0,1,144,86,14.0,405.0,404.0,94.0,309.0,256.0,207.0,81.0,277.0,403.0,340238
0,8,13,100,0,2,3,81,1,729.0,16843.0,16840.0,6359.0,8666.0,10579.0,6988.0,818.0,7200.0,17159.0,340280
0,2,9,62,1,0,1,144,86,0.0,383.0,382.0,72.0,279.0,234.0,185.0,59.0,247.0,381.0,340318
1,47,7,70,1,2,1,144,86,46.0,392.0,391.0,83.0,299.0,254.0,194.0,69.0,268.0,391.0,340355
5,2,9,65,1,0,1,144,86,5.0,391.0,390.0,90.0,305.0,297.0,193.0,72.0,278.0,394.0,340400
0,2,7,73,1,0,1,131,79,2.0,391.0,390.0,82.0,300.0,242.0,195.0,68.0,268.0,388.0,340439
6,2,7,70,1,0,1,125,86,3.0,352.0,351.0,80.0,297.0,288.0,181.0,76.0,275.0,356.0,340486
0,0,16,70,1,0,1,155,86,1.0,417.0,416.0,90.0,309.0,256.0,204.0,67.0,274.0,414.0,340537
0,2,7,39,1,2,6,144,86,30.0,1360.0,1354.0,209.0,588.0,3576.0,222.0,61.0,541.0,2353.0,340579
0,2,7,70,1,0,1,27,26,6.0,263.0,262.0,30.0,230.0,170.0,139.0,61.0,209.0,261.0,340618
3,2,7,70,20,0,2,128,92,25.0,556.0,554.0,118.0,368.0,938.0,203.0,94.0,341.0,755.0,340657
0,12,0,77,8,1,1,0,30,0.0,66.0,65.0,38.0,143.0,65.0,64.0,64.0,141.0,65.0,340700
0,2,0,1,9,0,2,2,93,1.0,201.0,202.0,75.0,70.0,674.0,7.0,0.0,65.0,398.0,340748
5,2,7,70,1,0,1,144,86,5.0,396.0,395.0,95.0,315.0,302.0,198.0,77.0,288.0,399.0,340789
0,2,7,70,191,0,1,144,86,190.0,581.0,580.0,270.0,485.0,432.0,383.0,257.0,453.0,579.0,340828
0,2,7,70,1,0,1,144,85,0.0,395.0,394.0,81.0,297.0,244.0,195.0,67.0,265.0,393.0,340865
0,0,19,0,0,1,4,0,67,0.0,592.0,595.0,19.0,202.0,2032.0,23.0,5.0,194.0,1185.0,340910
1,5,21,75,9,0,1,144,86,12.0,405.0,404.0,96.0,317.0,267.0,207.0,82.0,286.0,404.0,340957
5,2,7,70,43,0,1,144,84,47.0,446.0,445.0,139.0,361.0,348.0,243.0,119.0,333.0,449.0,340999
6,7,66,67,19,0,1,0,31,12.0,73.0,72.0,19.0,158.0,138.0,71.0,77.0,162.0,78.0,341040
0,1,7,70,9,0,1,157,86,7.0,430.0,429.0,99.0,319.0,266.0,214.0,75.0,284.0,427.0,341080
0,19,87,53,0,0,1,48,89,5.0,144.0,143.0,27.0,143.0,130.0,79.0,38.0,132.0,143.0,341122
1,0,77,57,17,0,1,127,100,11.0,313.0,312.0,54.0,247.0,231.0,163.0,67.0,224.0,312.0,341164
0,4,7,70,21,0,1,144,89,20.0,400.0,399.0,95.0,310.0,254.0,209.0,85.0,279.0,397.0,341204
0,2,7,70,1,0,1,133,86,2.0,366.0,365.0,70.0,282.0,227.0,182.0,65.0,252.0,363.0,341242
0,2,7,93,1,0,1,144,86,0.0,414.0,413.0,103.0,341.0,265.0,216.0,90.0,309.0,412.0,341290
0,2,19,70,1,0,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,341339
4,2,23,99,6,1,1,55,45,4.0,338.0,337.0,90.0,328.0,272.0,193.0,104.0,308.0,340.0,341382
0,15,0,54,5,0,1,89,8,101.0,2288.0,2287.0,804.0,1240.0,1297.0,984.0,139.0,1038.0,2276.0,341435
6,2,7,63,1,0,1,144,86,6.0,390.0,389.0,91.0,305.0,307.0,192.0,72.0,279.0,394.0,341478
0,2,7,70,1,2,6,144,86,30.0,1391.0,1385.0,240.0,650.0,3607.0,253.0,92.0,603.0,2384.0,341517
5,2,9,70,1,0,1,144,86,5.0,396.0,395.0,95.0,315.0,302.0,198.0,77.0,288.0,399.0,341557
0,2,7,70,1,0,3,144,86,12.0,791.0,788.0,144.0,437.0,1588.0,217.0,77.0,399.0,1187.0,341594
0,2,7,60,1,0,1,144,99,3.0,336.0,335.0,52.0,253.0,206.0,165.0,54.0,225.0,334.0,341633
0,48,7,70,1,0,1,144,82,46.0,408.0,407.0,86.0,304.0,251.0,200.0,67.0,270.0,405.0,341688
0,2,7,70,1,0,1,71,86,9.0,220.0,219.0,13.0,208.0,145.0,121.0,58.0,191.0,218.0,341725
0,0,17,70,1,0,1,144,86,1.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,341768
7,11,0,30,0,0,1,0,64,1.0,19.0,18.0,71.0,70.0,95.0,17.0,24.0,75.0,25.0,341813
5,2,7,73,37,0,2,144,68,50.0,725.0,723.0,200.0,474.0,1063.0,287.0,124.0,436.0,926.0,341870
7,2,7,70,16,0,1,144,95,20.0,382.0,381.0,104.0,322.0,322.0,202.0,94.0,300.0,386.0,341914
0,0,25,0,9,1,1,0,95,10.0,9.0,9.0,113.0,9.0,15.0,11.0,11.0,11.0,10.0,341961
0,2,7,70,1,0,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,342004
0,2,7,70,1,0,1,144,100,3.0,343.0,342.0,61.0,272.0,215.0,174.0,64.0,244.0,341.0,342046
35,2,7,45,1,0,1,144,86,35.0,401.0,400.0,160.0,385.0,637.0,203.0,112.0,388.0,434.0,342096
0,2,0,70,6,0,1,143,88,3.0,386.0,385.0,80.0,295.0,240.0,194.0,70.0,264.0,384.0,342148
3,8,100,63,8,0,1,75,100,7.0,207.0,206.0,16.0,205.0,211.0,118.0,64.0,193.0,209.0,342196
5,2,7,55,1,0,1,144,86,5.0,381.0,380.0,80.0,285.0,287.0,183.0,62.0,258.0,384.0,342239
0,2,7,80,1,0,1,127,86,3.0,361.0,360.0,74.0,295.0,229.0,187.0,74.0,267.0,358.0,342278
1,9,55,51,6,2,1,0,100,4.0,39.0,38.0,63.0,93.0,54.0,37.0,38.0,92.0,39.0,342321
0,28,64,100,0,0,1,16,52,11.0,144.0,143.0,2.0,214.0,115.0,106.0,82.0,206.0,143.0,342374
0,27,7,70,1,0,1,144,86,25.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,342432
0,2,3,70,22,0,2,144,86,27.0,612.0,610.0,133.0,387.0,936.0,226.0,93.0,352.0,809.0,342479
0,2,7,70,7,0,1,144,92,4.0,376.0,375.0,77.0,290.0,235.0,190.0,71.0,260.0,373.0,342524
46,2,7,70,1,0,1,144,86,46.0,437.0,436.0,218.0,479.0,794.0,239.0,159.0,493.0,481.0,342569
0,2,7,70,1,2,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,342616
0,18,66,100,0,1,1,6,66,0.0,101.0,100.0,15.0,191.0,91.0,88.0,81.0,188.0,100.0,342659
2,2,7,70,1,0,1,144,72,3.0,458.0,457.0,110.0,336.0,301.0,222.0,72.0,300.0,457.0,342707
0,2,7,70,1,0,1,130,86,2.0,359.0,358.0,67.0,279.0,223.0,179.0,65.0,249.0,356.0,342755
0,2,80,70,1,0,1,54,86,11.0,180.0,179.0,2.0,188.0,134.0,104.0,56.0,174.0,178.0,342803
4,2,7,70,1,0,1,144,72,5.0,460.0,459.0,116.0,344.0,325.0,224.0,76.0,310.0,461.0,342851
0,5,86,69,4,0,1,69,48,3.0,345.0,344.0,63.0,272.0,235.0,176.0,66.0,245.0,343.0,342894
0,4,7,70,1,0,2,144,86,8.0,591.0,589.0,112.0,366.0,915.0,205.0,72.0,331.0,788.0,342942
0,2,7,70,1,0,1,124,86,3.0,344.0,343.0,61.0,272.0,215.0,174.0,64.0,244.0,341.0,342984
0,3,0,64,6,1,1,37,22,6.0,392.0,391.0,79.0,289.0,241.0,193.0,66.0,257.0,389.0,343027
2,2,7,83,1,0,1,173,92,3.0,448.0,447.0,115.0,351.0,301.0,226.0,85.0,317.0,447.0,343071
0,2,7,70,1,0,1,144,82,0.0,408.0,407.0,86.0,304.0,251.0,200.0,67.0,270.0,405.0,343117
1,5,7,85,1,0,1,144,88,2.0,400.0,399.0,95.0,326.0,263.0,206.0,82.0,295.0,398.0,343163
2,0,64,98,3,0,3,48,100,3.0,581.0,578.0,86.0,381.0,1506.0,148.0,99.0,366.0,980.0,343216
0,2,7,70,1,0,1,102,86,5.0,293.0,292.0,42.0,245.0,186.0,152.0,62.0,222.0,291.0,343266
11,0,7,70,1,0,1,144,97,7.0,363.0,362.0,97.0,320.0,352.0,188.0,86.0,302.0,372.0,343307
0,2,7,70,105,0,1,144,86,104.0,495.0,494.0,184.0,399.0,346.0,297.0,171.0,367.0,493.0,343353
0,5,99,100,6,0,1,31,54,3.0,204.0,203.0,29.0,248.0,152.0,135.0,91.0,235.0,203.0,343404
6,1,7,77,16,0,1,146,73,21.0,484.0,483.0,144.0,381.0,371.0,248.0,102.0,349.0,487.0,343454
34,2,7,70,1,0,1,144,86,34.0,425.0,424.0,182.0,431.0,650.0,227.0,135.0,433.0,457.0,343499
0,7,7,75,32,0,1,157,86,36.0,458.0,457.0,127.0,352.0,294.0,242.0,103.0,317.0,455.0,343545
0,2,7,70,1,0,1,28,86,14.0,119.0,118.0,26.0,157.0,88.0,79.0,53.0,149.0,117.0,343591
0,0,100,82,0,1,1,101,100,8.0,268.0,267.0,39.0,250.0,197.0,148.0,72.0,230.0,266.0,343636
0,2,7,70,1,0,1,71,86,9.0,220.0,219.0,13.0,208.0,145.0,121.0,58.0,191.0,218.0,343680
0,5,7,76,4,0,1,144,86,6.0,400.0,399.0,89.0,310.0,251.0,202.0,76.0,278.0,398.0,343722
0,2,7,70,164,0,1,144,86,163.0,554.0,553.0,243.0,458.0,405.0,356.0,230.0,426.0,552.0,343763
0,2,7,9,1,0,1,144,81,0.0,351.0,350.0,27.0,184.0,192.0,141.0,6.0,150.0,348.0,343806
5,2,15,70,1,0,1,144,86,5.0,396.0,395.0,95.0,315.0,302.0,198.0,77.0,288.0,399.0,343846
9,2,7,70,20,0,1,144,86,28.0,419.0,418.0,126.0,350.0,369.0,221.0,104.0,327.0,426.0,343886
0,3,7,70,1,0,1,136,86,1.0,373.0,372.0,72.0,286.0,230.0,186.0,65.0,256.0,370.0,343927
2,2,78,46,1,0,2,75,84,0.0,411.0,409.0,33.0,246.0,863.0,117.0,44.0,227.0,610.0,344002
0,2,7,70,1,0,1,159,86,1.0,426.0,425.0,93.0,313.0,261.0,208.0,68.0,278.0,423.0,344056
0,0,52,100,10,0,2,59,100,3.0,411.0,409.0,66.0,324.0,830.0,153.0,100.0,309.0,609.0,344105
3,18,42,3,1,0,2,97,100,17.0,402.0,403.0,15.0,189.0,847.0,98.0,21.0,170.0,602.0,344161
2,2,7,70,13,0,1,144,86,14.0,405.0,404.0,98.0,315.0,278.0,207.0,83.0,285.0,405.0,344220
1,2,4,65,2,0,1,127,86,1.0,348.0,347.0,63.0,270.0,227.0,174.0,62.0,243.0,346.0,344260
0,0,100,64,9,0,1,0,55,10.0,54.0,53.0,50.0,118.0,90.0,52.0,52.0,116.0,53.0,344304
0,14,20,79,12,1,1,2,67,8.0,79.0,78.0,28.0,155.0,76.0,74.0,72.0,153.0,78.0,344359
0,2,10,70,1,0,1,124,85,3.0,347.0,346.0,63.0,274.0,217.0,175.0,64.0,245.0,345.0,344408
0,0,8,67,1,0,1,144,86,1.0,388.0,387.0,77.0,289.0,239.0,190.0,64.0,257.0,386.0,344455
3,2,7,70,1,0,1,144,86,3.0,394.0,393.0,89.0,307.0,278.0,196.0,73.0,278.0,395.0,344496
0,2,5,70,1,0,1,144,91,2.0,373.0,372.0,72.0,286.0,231.0,186.0,65.0,256.0,370.0,344535
0,19,2,100,0,1,1,72,100,7.0,227.0,226.0,34.0,257.0,163.0,142.0,87.0,242.0,226.0,344578
0,2,7,70,1,0,8,144,68,45.0,1881.0,1873.0,338.0,838.0,5002.0,315.0,105.0,777.0,3271.0,344621
0,2,7,70,0,0,1,144,84,1.0,398.0,397.0,81.0,298.0,245.0,195.0,66.0,265.0,396.0,344659
7,8,0,68,4,2,1,29,1,260.0,5918.0,5917.0,2232.0,3136.0,3413.0,2523.0,326.0,2619.0,5895.0,344716
0,1,7,70,1,0,2,137,86,3.0,575.0,573.0,105.0,358.0,905.0,199.0,70.0,325.0,772.0,344759
0,2,7,70,1,0,1,84,86,8.0,250.0,249.0,25.0,223.0,162.0,134.0,59.0,204.0,248.0,344799
0,4,16,70,1,0,1,144,86,2.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,344845
0,7,7,42,1,0,1,196,86,9.0,485.0,484.0,99.0,301.0,281.0,216.0,43.0,258.0,482.0,344883
0,2,5,91,1,0,1,144,91,2.0,394.0,393.0,93.0,328.0,252.0,207.0,86.0,298.0,391.0,344921
0,2,18,47,1,0,1,154,82,1.0,409.0,408.0,73.0,271.0,241.0,188.0,45.0,235.0,406.0,344960
0,13,0,78,7,0,1,0,45,0.0,66.0,65.0,38.0,144.0,65.0,64.0,64.0,142.0,65.0,345006
0,2,7,70,129,0,1,144,27,159.0,1258.0,1257.0,493.0,800.0,782.0,632.0,226.0,702.0,1252.0,345047
0,2,9,70,1,0,8,54,86,31.0,1580.0,1572.0,222.0,685.0,4834.0,188.0,91.0,650.0,2971.0,345088
0,2,7,74,1,0,1,144,100,3.0,347.0,346.0,65.0,280.0,219.0,178.0,68.0,252.0,345.0,345137
0,2,7,70,124,0,1,144,86,123.0,514.0,513.0,203.0,418.0,365.0,316.0,190.0,386.0,512.0,345178
0,3,7,69,37,0,1,144,81,37.0,447.0,446.0,123.0,340.0,288.0,237.0,102.0,306.0,444.0,345218
0,8,22,58,1,1,1,55,50,0.0,264.0,263.0,22.0,212.0,165.0,132.0,49.0,190.0,261.0,345262
1,0,13,78,0,1,1,148,79,0.0,439.0,438.0,105.0,335.0,283.0,219.0,77.0,301.0,437.0,345306
4,2,7,70,1,0,7,144,86,40.0,1595.0,1588.0,284.0,737.0,4328.0,269.0,105.0,691.0,2791.0,345346
0,8,14,100,0,0,2,65,1,579.0,13411.0,13409.0,5079.0,6947.0,8098.0,5616.0,669.0,5772.0,13544.0,345389
0,2,7,70,1,0,1,137,86,2.0,375.0,374.0,73.0,287.0,232.0,187.0,65.0,257.0,373.0,345430
3,12,26,100,8,1,1,98,30,33.0,753.0,752.0,250.0,538.0,494.0,368.0,123.0,480.0,752.0,345469
0,2,4,70,1,0,1,187,86,4.0,492.0,491.0,119.0,347.0,298.0,236.0,71.0,306.0,489.0,345510
0,2,0,52,9,0,2,2,100,1.0,247.0,245.0,27.0,168.0,718.0,55.0,47.0,163.0,445.0,345553
0,4,7,70,57,0,1,144,86,58.0,447.0,446.0,136.0,351.0,298.0,249.0,123.0,319.0,445.0,345592
0,0,0,78,27,0,4,0,62,26.0,686.0,682.0,78.0,377.0,2104.0,120.0,99.0,366.0,1282.0,345633
0,2,10,70,3,0,2,144,86,8.0,593.0,591.0,114.0,368.0,917.0,207.0,74.0,333.0,790.0,345680
0,2,7,83,1,0,1,144,86,0.0,404.0,403.0,93.0,321.0,255.0,206.0,80.0,289.0,402.0,345725
0,30,7,70,1,0,1,144,86,28.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,345764
49,2,7,70,1,0,1,144,86,49.0,440.0,439.0,227.0,491.0,830.0,242.0,165.0,508.0,487.0,345803
0,2,3,70,1,0,1,144,83,0.0,403.0,402.0,84.0,302.0,248.0,199.0,67.0,269.0,401.0,345840
0,2,7,65,1,0,1,144,86,0.0,386.0,385.0,75.0,285.0,237.0,188.0,62.0,253.0,384.0,345877
0,0,0,79,1,0,1,0,31,18.0,61.0,60.0,43.0,140.0,60.0,59.0,59.0,138.0,60.0,345918
33,2,7,70,1,0,1,144,20,82.0,1540.0,1539.0,609.0,997.0,1261.0,696.0,182.0,898.0,1565.0,345967
3,12,87,53,0,1,2,67,100,9.0,373.0,371.0,24.0,240.0,858.0,105.0,51.0,226.0,574.0,346013
0,2,7,70,1,0,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,346055
0,2,7,70,1,0,1,168,86,1.0,447.0,446.0,101.0,324.0,272.0,217.0,68.0,287.0,444.0,346095
1,0,77,100,17,0,1,0,100,1.0,99.0,98.0,3.0,202.0,109.0,97.0,98.0,201.0,99.0,346139
0,7,7,70,1,0,2,143,86,9.0,589.0,587.0,111.0,365.0,912.0,204.0,70.0,330.0,785.0,346190
0,2,7,68,1,0,1,144,86,0.0,389.0,388.0,78.0,291.0,240.0,191.0,65.0,259.0,387.0,346230
0,0,34,99,6,2,1,0,45,13.0,86.0,85.0,18.0,185.0,85.0,84.0,84.0,183.0,85.0,346273
0,15,8,62,5,0,1,0,8,0.0,48.0,47.0,56.0,110.0,47.0,46.0,46.0,108.0,47.0,346317
0,2,7,37,1,0,1,144,86,0.0,358.0,357.0,47.0,229.0,209.0,160.0,34.0,197.0,356.0,346357
0,9,7,70,0,0,1,117,80,3.0,347.0,346.0,62.0,273.0,216.0,175.0,63.0,245.0,345.0,346398
0,2,7,70,19,0,1,144,86,18.0,409.0,408.0,98.0,313.0,260.0,211.0,85.0,281.0,407.0,346436
45,2,7,70,1,0,1,93,22,67.0,952.0,951.0,413.0,738.0,1069.0,455.0,179.0,705.0,992.0,346476
0,6,7,59,1,0,1,144,86,4.0,380.0,379.0,69.0,273.0,231.0,182.0,56.0,241.0,378.0,346511
7,2,0,27,0,0,1,6,46,9.0,43.0,42.0,63.0,77.0,107.0,25.0,22.0,80.0,48.0,346557
0,2,25,70,1,0,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,346605
0,2,7,70,16,0,1,144,86,15.0,406.0,405.0,95.0,310.0,257.0,208.0,82.0,278.0,404.0,346652
0,5,13,46,1,0,1,144,86,3.0,367.0,366.0,56.0,247.0,218.0,169.0,43.0,215.0,365.0,346697
11,3,17,68,1,0,1,144,86,12.0,400.0,399.0,111.0,335.0,372.0,202.0,87.0,314.0,409.0,346737
0,0,25,12,7,1,3,133,95,14.0,683.0,680.0,70.0,299.0,1526.0,142.0,22.0,266.0,1079.0,346781
0,2,43,70,1,0,1,144,5,243.0,5870.0,5869.0,2195.0,3089.0,3306.0,2499.0,310.0,2569.0,5841.0,346828
0,8,32,63,7,0,1,41,100,0.0,134.0,133.0,20.0,157.0,98.0,84.0,54.0,147.0,133.0,346886
3,18,55,3,0,2,2,0,100,8.0,206.0,207.0,61.0,88.0,750.0,15.0,12.0,87.0,406.0,346944
10,2,7,70,1,0,1,144,27,41.0,1140.0,1139.0,395.0,712.0,774.0,514.0,118.0,624.0,1144.0,346998
0,2,7,70,1,0,10,144,86,54.0,2191.0,2181.0,368.0,934.0,6299.0,301.0,112.0,875.0,3980.0,347046
0,38,7,70,1,0,8,144,86,78.0,1791.0,1787.0,304.0,792.0,4957.0,277.0,102.0,739.0,3182.0,347096
5,5,12,97,0,0,1,16,1,134.0,3315.0,3314.0,1237.0,1843.0,1945.0,1441.0,230.0,1558.0,3303.0,347146
0,18,66,100,0,0,1,6,100,0.0,94.0,93.0,17.0,188.0,88.0,85.0,81.0,185.0,93.0,347198
0,2,10,65,20,0,1,144,86,19.0,405.0,404.0,94.0,304.0,256.0,207.0,81.0,272.0,403.0,347238
0,2,86,69,4,0,1,41,92,9.0,145.0,144.0,14.0,170.0,123.0,91.0,57.0,160.0,143.0,347285
38,2,7,70,1,0,1,144,86,38.0,429.0,428.0,194.0,447.0,698.0,231.0,143.0,453.0,465.0,347328
0,2,95,70,1,0,1,144,86,0.0,391.0,390.0,80.0,295.0,268.0,193.0,67.0,263.0,389.0,347372
1,2,7,65,1,0,1,144,86,1.0,387.0,386.0,78.0,289.0,249.0,189.0,64.0,258.0,386.0,347417
9,2,7,70,1,0,1,144,92,7.0,379.0,378.0,98.0,320.0,337.0,193.0,83.0,299.0,385.0,347460
2,3,0,64,0,0,1,37,22,2.0,388.0,387.0,79.0,291.0,259.0,189.0,64.0,261.0,387.0,347519
10,2,12,70,10,0,1,144,86,19.0,410.0,409.0,119.0,344.0,371.0,212.0,96.0,322.0,418.0,347567
0,0,0,63,0,0,2,48,100,8.0,341.0,339.0,10.0,229.0,771.0,96.0,52.0,215.0,539.0,347616
0,2,7,70,172,0,1,144,86,171.0,562.0,561.0,251.0,466.0,413.0,364.0,238.0,434.0,560.0,347657
