fiberlookup_initial,fiberlookup_latency,fiberlookup_stop_latency,fiberlookup_miss_latency,fiberlookup_starting,incr_type,fiberlookup_ii,fiberlookup_numerator_factor,fiberlookup_denominator_factor,diff1,diff2,diff3,diff4,diff5,diff6,diff7,diff8,diff9,diff10,timestamp
0,2,7,86,134,0,1,59,77,124.0,357.0,356.0,158.0,367.0,288.0,265.0,207.0,351.0,355.0,101930
12,2,7,70,1,0,1,144,62,16.0,534.0,533.0,166.0,410.0,458.0,261.0,95.0,379.0,543.0,101967
1,0,0,53,0,2,4,0,12,1.0,636.0,632.0,30.0,305.0,2065.0,70.0,50.0,295.0,1233.0,102006
0,2,20,70,1,0,1,144,97,3.0,352.0,351.0,64.0,276.0,220.0,177.0,64.0,247.0,350.0,102052
0,6,7,70,1,0,2,144,86,10.0,591.0,589.0,112.0,366.0,915.0,205.0,72.0,331.0,788.0,102095
11,0,0,67,19,0,1,0,31,11.0,78.0,77.0,4.0,178.0,198.0,76.0,87.0,187.0,88.0,102134
0,2,7,70,1,0,1,156,86,0.0,419.0,418.0,90.0,310.0,257.0,205.0,67.0,275.0,416.0,102179
0,14,6,100,0,0,2,44,100,5.0,370.0,368.0,44.0,299.0,804.0,130.0,89.0,286.0,568.0,102223
0,0,74,100,33,0,2,6,100,22.0,327.0,325.0,48.0,292.0,794.0,130.0,119.0,286.0,525.0,102271
4,2,7,70,1,0,1,144,86,4.0,395.0,394.0,92.0,311.0,290.0,197.0,75.0,283.0,397.0,102311
25,2,7,70,194,2,1,144,86,218.0,609.0,608.0,348.0,588.0,735.0,411.0,310.0,581.0,632.0,102356
0,2,7,70,141,0,1,144,86,140.0,531.0,530.0,220.0,435.0,382.0,333.0,207.0,403.0,529.0,102400
0,17,23,18,6,0,1,55,54,14.0,212.0,211.0,18.0,129.0,127.0,91.0,14.0,109.0,210.0,102441
0,20,8,100,6,0,1,0,8,6.0,87.0,86.0,17.0,187.0,86.0,85.0,85.0,185.0,86.0,102485
0,2,7,70,1,0,8,144,86,42.0,1791.0,1783.0,304.0,792.0,4953.0,277.0,102.0,739.0,3182.0,102525
7,0,51,100,0,0,3,6,46,2.0,516.0,513.0,74.0,365.0,1526.0,122.0,105.0,362.0,919.0,102563
9,0,25,17,0,2,3,0,95,3.0,408.0,405.0,14.0,194.0,1469.0,30.0,25.0,195.0,814.0,102603
0,2,7,70,1,0,4,144,86,18.0,991.0,987.0,176.0,508.0,2261.0,229.0,82.0,467.0,1586.0,102642
0,2,2,73,1,0,1,144,86,0.0,394.0,393.0,83.0,301.0,245.0,196.0,70.0,269.0,392.0,102679
7,8,18,14,18,2,1,0,100,13.0,20.0,19.0,70.0,55.0,101.0,18.0,25.0,60.0,26.0,102722
0,3,17,60,24,2,1,0,28,7.0,65.0,64.0,39.0,125.0,64.0,63.0,63.0,123.0,64.0,102769
0,20,64,80,0,0,5,0,37,25.0,862.0,857.0,86.0,426.0,2754.0,108.0,80.0,412.0,1657.0,102817
0,2,91,70,1,0,1,90,21,22.0,919.0,918.0,283.0,564.0,558.0,415.0,89.0,485.0,913.0,102855
13,2,7,70,1,0,1,144,86,13.0,404.0,403.0,119.0,347.0,398.0,206.0,93.0,328.0,415.0,102890
0,2,7,70,1,2,1,139,86,2.0,380.0,379.0,75.0,290.0,234.0,189.0,65.0,259.0,377.0,102928
0,18,66,100,3,1,2,6,73,9.0,302.0,300.0,19.0,264.0,767.0,102.0,89.0,258.0,500.0,102969
0,0,15,20,58,2,1,69,25,65.0,617.0,616.0,172.0,364.0,371.0,293.0,83.0,313.0,614.0,103011
0,2,23,70,1,0,1,144,1,1279.0,29140.0,29139.0,11180.0,14954.0,16323.0,12290.0,1346.0,12360.0,28995.0,103056
0,20,2,100,0,0,2,0,85,7.0,282.0,280.0,10.0,253.0,754.0,92.0,85.0,248.0,480.0,103098
0,2,77,70,1,2,1,144,86,0.0,391.0,390.0,80.0,295.0,250.0,193.0,67.0,263.0,389.0,103135
0,49,7,70,1,0,1,75,14,80.0,1135.0,1134.0,366.0,675.0,658.0,506.0,100.0,576.0,1129.0,103172
2,0,0,98,0,0,3,48,59,3.0,646.0,643.0,109.0,412.0,1541.0,173.0,99.0,391.0,1044.0,103218
0,0,99,34,0,0,1,31,54,13.0,132.0,131.0,43.0,110.0,146.0,63.0,19.0,97.0,131.0,103265
0,48,7,70,3,0,1,144,86,48.0,393.0,392.0,82.0,297.0,244.0,195.0,69.0,265.0,391.0,103305
0,0,89,85,0,1,2,119,88,1.0,540.0,538.0,100.0,362.0,901.0,192.0,83.0,333.0,737.0,103346
0,0,78,46,1,0,2,75,78,3.0,423.0,421.0,32.0,245.0,846.0,120.0,40.0,222.0,620.0,103389
0,15,99,100,0,1,1,67,100,3.0,217.0,216.0,30.0,251.0,157.0,137.0,87.0,237.0,216.0,103430
0,2,25,70,1,0,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,103470
0,2,7,70,1,0,1,161,86,1.0,431.0,430.0,95.0,316.0,263.0,211.0,68.0,281.0,428.0,103513
0,11,7,70,14,2,1,54,86,11.0,193.0,192.0,11.0,201.0,136.0,117.0,69.0,187.0,191.0,103556
0,8,7,77,0,0,1,0,94,11.0,59.0,58.0,45.0,136.0,58.0,57.0,57.0,134.0,58.0,103598
46,2,7,70,1,0,1,144,27,77.0,1176.0,1175.0,503.0,856.0,1206.0,550.0,190.0,804.0,1216.0,103638
6,0,100,100,13,0,1,69,63,11.0,323.0,322.0,94.0,332.0,291.0,192.0,115.0,316.0,326.0,103685
7,6,15,100,4,1,1,58,100,3.0,210.0,209.0,48.0,274.0,234.0,141.0,103.0,269.0,216.0,103729
0,7,2,100,0,1,2,72,100,1.0,427.0,425.0,66.0,328.0,836.0,154.0,92.0,310.0,625.0,103769
4,2,7,70,157,2,6,144,86,190.0,1551.0,1545.0,408.0,822.0,3811.0,413.0,256.0,779.0,2548.0,103823
0,2,7,70,1,0,1,72,61,5.0,292.0,291.0,41.0,245.0,185.0,152.0,62.0,222.0,289.0,103868
0,6,10,69,1,0,1,135,40,19.0,733.0,732.0,211.0,468.0,433.0,337.0,81.0,406.0,729.0,103903
0,2,7,70,65,1,1,144,25,100.0,1280.0,1279.0,463.0,780.0,767.0,605.0,167.0,675.0,1274.0,103942
0,23,44,85,4,2,1,0,70,7.0,70.0,69.0,34.0,155.0,69.0,68.0,68.0,153.0,69.0,103982
0,15,0,100,7,0,1,0,45,2.0,88.0,87.0,16.0,188.0,87.0,86.0,86.0,186.0,87.0,104028
0,8,7,70,1,0,1,144,86,6.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,104072
0,8,6,58,1,0,1,57,50,0.0,271.0,270.0,26.0,216.0,169.0,135.0,49.0,193.0,269.0,104118
0,0,79,57,0,2,2,0,100,12.0,239.0,237.0,33.0,167.0,738.0,49.0,42.0,162.0,437.0,104167
0,40,7,70,1,0,9,144,86,86.0,1991.0,1993.0,336.0,863.0,5637.0,289.0,107.0,807.0,3581.0,104205
0,8,14,64,0,0,3,0,1,1.0,446.0,443.0,6.0,252.0,1391.0,68.0,54.0,244.0,843.0,104254
0,2,7,84,1,0,1,144,39,18.0,813.0,812.0,251.0,531.0,484.0,378.0,99.0,462.0,808.0,104306
0,34,7,70,1,0,1,144,86,32.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,104346
0,0,8,100,24,1,1,0,94,5.0,105.0,104.0,1.0,205.0,104.0,103.0,103.0,203.0,104.0,104387
0,2,7,70,1,2,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,104424
0,2,0,52,9,0,2,0,87,3.0,242.0,240.0,30.0,165.0,714.0,52.0,45.0,160.0,440.0,104465
1,25,0,0,3,2,1,0,62,9.0,10.0,10.0,92.0,13.0,21.0,8.0,9.0,12.0,10.0,104505
0,0,38,17,19,0,1,0,31,0.0,17.0,16.0,87.0,34.0,38.0,15.0,15.0,32.0,16.0,104546
11,2,66,70,1,0,1,144,86,11.0,402.0,401.0,113.0,339.0,374.0,204.0,89.0,318.0,411.0,104590
0,12,6,100,0,0,2,44,100,3.0,370.0,368.0,44.0,299.0,804.0,130.0,89.0,286.0,568.0,104637
0,2,7,70,1,2,1,144,2,631.0,14596.0,14595.0,5564.0,7538.0,8187.0,6170.0,698.0,6240.0,14523.0,104675
0,0,79,100,33,2,1,0,100,14.0,114.0,113.0,10.0,214.0,113.0,112.0,112.0,212.0,113.0,104717
0,2,7,70,1,1,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,104757
1,4,46,18,13,0,1,0,54,2.0,13.0,12.0,89.0,34.0,52.0,11.0,12.0,33.0,13.0,104792
0,2,49,10,22,1,1,144,86,21.0,352.0,351.0,41.0,196.0,243.0,154.0,28.0,164.0,350.0,104832
30,2,7,70,162,0,1,144,86,191.0,582.0,581.0,331.0,576.0,763.0,384.0,288.0,574.0,610.0,104871
3,20,100,71,6,0,1,0,8,9.0,61.0,60.0,37.0,141.0,123.0,59.0,62.0,142.0,63.0,104917
0,2,7,70,1,0,1,13,86,15.0,84.0,83.0,39.0,139.0,69.0,64.0,52.0,134.0,83.0,104958
0,2,7,87,1,0,9,144,86,48.0,2008.0,1999.0,353.0,897.0,5643.0,306.0,124.0,841.0,3598.0,104995
2,0,0,0,0,0,3,6,63,3.0,411.0,413.0,40.0,147.0,1374.0,19.0,2.0,141.0,807.0,105033
9,0,25,100,42,0,3,126,95,56.0,801.0,798.0,214.0,539.0,1726.0,268.0,161.0,516.0,1205.0,105076
7,8,12,18,11,2,1,0,100,6.0,17.0,16.0,73.0,56.0,93.0,15.0,22.0,61.0,23.0,105113
0,2,39,70,1,0,1,144,84,0.0,399.0,398.0,82.0,299.0,246.0,196.0,67.0,266.0,397.0,105153
0,18,17,3,4,2,1,0,70,2.0,3.0,3.0,101.0,6.0,3.0,1.0,1.0,4.0,2.0,105192
42,2,7,70,30,0,1,144,100,68.0,414.0,413.0,216.0,469.0,748.0,245.0,177.0,483.0,454.0,105229
0,20,64,80,0,0,3,16,37,17.0,549.0,546.0,56.0,329.0,1456.0,121.0,74.0,313.0,946.0,105272
0,2,7,79,1,0,1,144,86,0.0,400.0,399.0,89.0,313.0,251.0,202.0,76.0,281.0,398.0,105319
0,2,7,70,1,0,1,141,86,2.0,384.0,383.0,77.0,292.0,237.0,190.0,65.0,260.0,382.0,105354
0,18,66,100,0,1,1,6,73,0.0,99.0,98.0,16.0,190.0,91.0,87.0,81.0,187.0,98.0,105393
0,45,7,58,1,0,1,144,86,43.0,379.0,378.0,68.0,271.0,230.0,181.0,55.0,239.0,377.0,105435
0,2,7,70,37,0,1,144,86,36.0,427.0,426.0,116.0,331.0,278.0,229.0,103.0,299.0,425.0,105477
0,23,7,70,1,0,3,144,83,33.0,803.0,800.0,148.0,444.0,1594.0,223.0,77.0,405.0,1199.0,105517
0,0,31,20,58,2,1,69,1,660.0,13997.0,13996.0,5337.0,7186.0,7867.0,5922.0,678.0,5942.0,13927.0,105555
0,20,24,64,0,0,2,0,66,7.0,246.0,244.0,26.0,181.0,718.0,56.0,49.0,176.0,444.0,105599
3,0,12,70,1,0,1,144,86,2.0,394.0,393.0,89.0,307.0,278.0,196.0,73.0,278.0,395.0,105647
0,2,7,70,1,0,2,144,86,6.0,591.0,589.0,112.0,366.0,915.0,205.0,72.0,331.0,788.0,105685
0,7,7,70,20,0,1,140,86,22.0,401.0,400.0,95.0,310.0,255.0,208.0,84.0,278.0,398.0,105723
6,0,0,0,0,1,3,48,100,4.0,491.0,493.0,2.0,203.0,1465.0,56.0,13.0,194.0,892.0,105761
0,0,99,100,0,1,2,31,54,7.0,398.0,396.0,55.0,313.0,823.0,141.0,90.0,297.0,596.0,105800
5,2,17,65,29,0,1,144,86,33.0,419.0,418.0,118.0,333.0,325.0,221.0,100.0,306.0,422.0,105837
7,2,7,70,0,0,1,151,74,9.0,472.0,471.0,128.0,360.0,366.0,231.0,83.0,329.0,476.0,105873
6,2,1,70,1,0,1,144,97,3.0,358.0,357.0,82.0,300.0,292.0,183.0,76.0,277.0,362.0,105909
0,4,7,70,137,0,1,144,86,138.0,527.0,526.0,216.0,431.0,378.0,329.0,203.0,399.0,525.0,105949
0,6,7,70,0,0,1,144,86,3.0,390.0,389.0,79.0,294.0,241.0,192.0,66.0,262.0,388.0,105988
4,0,100,85,0,1,1,0,88,14.0,71.0,70.0,25.0,168.0,130.0,69.0,73.0,170.0,74.0,106028
0,2,7,70,24,0,1,144,86,23.0,414.0,413.0,103.0,318.0,265.0,216.0,90.0,286.0,412.0,106066
0,5,7,59,1,0,1,128,88,0.0,335.0,334.0,51.0,251.0,205.0,164.0,53.0,223.0,333.0,106104
0,7,17,82,1,0,1,144,99,2.0,358.0,357.0,74.0,297.0,228.0,187.0,76.0,269.0,356.0,106141
1,10,7,56,1,0,2,144,86,15.0,578.0,576.0,101.0,342.0,913.0,192.0,60.0,308.0,776.0,106181
5,2,7,70,0,0,1,144,86,4.0,395.0,394.0,94.0,314.0,301.0,197.0,76.0,287.0,398.0,106217
0,2,7,70,1,0,1,56,86,11.0,185.0,184.0,0.0,190.0,125.0,106.0,56.0,176.0,183.0,106252
0,0,78,46,1,0,2,75,100,4.0,380.0,378.0,15.0,223.0,823.0,103.0,39.0,205.0,578.0,106294
0,15,0,100,0,0,3,67,100,15.0,617.0,614.0,94.0,393.0,1503.0,161.0,97.0,373.0,1014.0,106335
0,0,7,70,13,0,1,158,84,12.0,445.0,444.0,108.0,329.0,276.0,223.0,80.0,293.0,442.0,106375
0,9,7,70,1,0,1,144,86,7.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,106413
0,2,7,70,1,0,1,140,86,2.0,382.0,381.0,76.0,291.0,236.0,189.0,65.0,259.0,379.0,106458
0,5,7,70,1,0,1,152,86,3.0,410.0,409.0,87.0,305.0,252.0,201.0,67.0,271.0,407.0,106497
0,32,39,72,0,0,2,0,56,19.0,254.0,252.0,18.0,197.0,726.0,64.0,57.0,192.0,452.0,106536
0,2,25,70,1,0,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,106583
0,2,7,76,15,0,1,144,86,14.0,411.0,410.0,100.0,321.0,262.0,213.0,87.0,289.0,409.0,106626
0,2,4,70,3,0,1,144,86,2.0,393.0,392.0,82.0,297.0,244.0,195.0,69.0,265.0,391.0,106666
0,2,7,70,1,0,1,172,86,1.0,456.0,455.0,104.0,328.0,277.0,220.0,68.0,290.0,453.0,106706
0,4,8,67,1,0,1,175,82,5.0,481.0,480.0,113.0,336.0,290.0,229.0,67.0,296.0,478.0,106744
0,2,7,70,1,0,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,106790
0,48,7,41,1,0,1,144,86,46.0,369.0,369.0,58.0,244.0,221.0,171.0,45.0,212.0,367.0,106829
0,2,7,70,127,0,1,116,86,123.0,451.0,450.0,180.0,388.0,331.0,292.0,190.0,362.0,449.0,106866
0,0,100,7,13,0,1,38,85,1.0,92.0,91.0,67.0,55.0,146.0,38.0,4.0,45.0,90.0,106918
0,2,7,70,1,0,3,117,86,9.0,728.0,725.0,119.0,405.0,1552.0,191.0,74.0,373.0,1123.0,106964
0,2,7,70,1,0,1,137,86,2.0,375.0,374.0,73.0,287.0,232.0,187.0,65.0,257.0,373.0,107000
2,4,7,70,1,0,1,121,86,1.0,339.0,338.0,65.0,276.0,235.0,172.0,68.0,250.0,338.0,107039
0,12,7,70,136,0,1,144,86,145.0,526.0,525.0,215.0,430.0,377.0,328.0,202.0,398.0,524.0,107083
5,2,7,67,20,0,1,144,86,24.0,412.0,411.0,111.0,328.0,318.0,214.0,93.0,301.0,415.0,107120
7,6,15,26,4,0,1,58,100,3.0,136.0,135.0,26.0,126.0,160.0,67.0,29.0,121.0,142.0,107161
0,2,7,72,1,0,1,148,97,2.0,364.0,363.0,70.0,284.0,226.0,183.0,67.0,255.0,361.0,107205
0,0,18,70,1,0,1,159,86,0.0,426.0,425.0,93.0,313.0,261.0,208.0,68.0,278.0,423.0,107250
0,2,7,70,25,0,1,144,94,22.0,387.0,386.0,93.0,305.0,249.0,205.0,89.0,275.0,384.0,107299
0,17,0,96,2,1,2,72,100,13.0,425.0,423.0,64.0,322.0,834.0,152.0,90.0,304.0,623.0,107341
27,2,7,70,1,0,1,144,86,27.0,418.0,417.0,161.0,403.0,566.0,220.0,121.0,398.0,443.0,107380
2,2,7,70,1,0,1,144,86,2.0,393.0,392.0,86.0,303.0,266.0,195.0,71.0,273.0,393.0,107417
0,2,7,70,1,0,1,144,26,34.0,1172.0,1171.0,381.0,693.0,678.0,521.0,101.0,591.0,1166.0,107457
0,2,4,70,1,0,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,107502
0,18,7,70,200,0,1,144,86,215.0,590.0,589.0,279.0,494.0,441.0,392.0,266.0,462.0,588.0,107539
6,0,7,70,48,0,1,150,86,52.0,458.0,457.0,150.0,374.0,368.0,253.0,126.0,347.0,462.0,107585
7,8,0,68,4,2,1,0,70,1.0,60.0,59.0,30.0,149.0,136.0,58.0,65.0,154.0,66.0,107635
0,2,7,72,1,0,1,144,86,0.0,393.0,392.0,82.0,299.0,244.0,195.0,69.0,267.0,391.0,107675
0,2,7,56,16,0,1,144,78,16.0,427.0,426.0,94.0,300.0,262.0,208.0,69.0,264.0,424.0,107718
7,2,7,59,1,0,1,144,78,8.0,422.0,421.0,103.0,319.0,334.0,203.0,71.0,290.0,426.0,107759
0,13,0,100,7,0,1,0,45,0.0,88.0,87.0,16.0,188.0,87.0,86.0,86.0,186.0,87.0,107806
4,8,6,58,1,0,3,55,50,16.0,668.0,665.0,98.0,370.0,1559.0,160.0,67.0,346.0,1067.0,107846
0,2,7,75,1,0,1,144,86,0.0,396.0,395.0,85.0,305.0,247.0,198.0,72.0,273.0,394.0,107884
1,2,7,70,35,0,1,144,86,35.0,426.0,425.0,117.0,333.0,288.0,228.0,103.0,302.0,425.0,107920
0,4,7,72,1,0,1,144,86,2.0,393.0,392.0,82.0,299.0,244.0,195.0,69.0,267.0,391.0,107958
0,8,7,69,25,0,1,144,86,30.0,414.0,413.0,103.0,317.0,265.0,216.0,90.0,285.0,412.0,108001
0,2,87,70,1,0,1,144,86,0.0,391.0,390.0,80.0,295.0,260.0,193.0,67.0,263.0,389.0,108040
0,2,7,58,1,0,1,136,100,3.0,315.0,314.0,43.0,239.0,194.0,155.0,52.0,213.0,313.0,108090
0,2,7,70,1,0,1,144,59,6.0,546.0,545.0,139.0,375.0,328.0,259.0,73.0,329.0,542.0,108133
0,0,79,0,0,2,2,0,42,12.0,186.0,187.0,87.0,56.0,738.0,5.0,11.0,52.0,383.0,108173
0,2,12,70,1,0,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,108210
0,2,6,66,1,0,1,118,78,2.0,355.0,354.0,63.0,271.0,219.0,175.0,61.0,241.0,353.0,108250
0,8,0,56,0,2,3,0,1,1.0,438.0,435.0,2.0,236.0,1383.0,60.0,46.0,228.0,835.0,108298
0,2,65,70,1,0,1,144,86,0.0,391.0,390.0,80.0,295.0,242.0,193.0,67.0,263.0,389.0,108340
6,2,17,74,2,0,1,144,86,7.0,402.0,401.0,103.0,328.0,319.0,204.0,84.0,302.0,406.0,108380
0,0,0,100,24,1,1,6,9,11.0,241.0,240.0,54.0,274.0,180.0,160.0,109.0,260.0,239.0,108421
0,2,7,70,1,0,1,125,86,3.0,346.0,345.0,62.0,273.0,216.0,175.0,64.0,245.0,344.0,108463
0,2,7,70,119,0,1,144,86,118.0,509.0,508.0,198.0,413.0,360.0,311.0,185.0,381.0,507.0,108508
0,2,7,70,47,0,1,144,8,191.0,3734.0,3733.0,1398.0,2022.0,2131.0,1626.0,258.0,1696.0,3715.0,108551
0,2,7,70,1,0,1,105,86,5.0,300.0,299.0,44.0,249.0,190.0,155.0,62.0,225.0,297.0,108599
0,0,14,52,9,0,1,0,87,10.0,42.0,41.0,62.0,94.0,41.0,40.0,40.0,92.0,41.0,108643
0,2,5,70,3,0,1,140,86,0.0,384.0,383.0,78.0,293.0,238.0,191.0,67.0,261.0,381.0,108684
0,2,4,62,24,0,1,127,86,20.0,366.0,365.0,79.0,282.0,234.0,192.0,79.0,254.0,363.0,108723
0,2,26,29,1,0,1,144,86,0.0,350.0,349.0,39.0,213.0,201.0,152.0,26.0,181.0,348.0,108768
1,2,2,70,1,0,1,144,84,1.0,400.0,399.0,85.0,303.0,258.0,197.0,69.0,271.0,399.0,108807
1,0,0,0,0,2,1,0,62,17.0,16.0,16.0,118.0,13.0,5.0,18.0,17.0,14.0,16.0,108857
0,26,7,70,1,0,1,133,86,22.0,366.0,365.0,70.0,282.0,227.0,182.0,65.0,252.0,363.0,108895
0,2,8,70,3,0,1,144,86,2.0,393.0,392.0,82.0,297.0,244.0,195.0,69.0,265.0,391.0,108937
0,2,7,70,1,0,1,185,86,3.0,488.0,487.0,117.0,345.0,295.0,234.0,70.0,304.0,485.0,108983
0,0,81,67,0,0,2,0,31,12.0,249.0,247.0,23.0,187.0,740.0,59.0,52.0,182.0,447.0,109030
0,2,7,80,1,0,1,144,75,1.0,450.0,449.0,109.0,341.0,279.0,224.0,78.0,304.0,448.0,109074
0,5,7,70,1,0,1,157,86,3.0,422.0,421.0,91.0,311.0,258.0,206.0,67.0,276.0,419.0,109115
0,2,7,70,1,0,1,80,86,8.0,241.0,240.0,22.0,219.0,157.0,130.0,59.0,200.0,239.0,109164
0,12,84,53,53,0,2,44,100,56.0,376.0,374.0,50.0,258.0,846.0,136.0,95.0,245.0,574.0,109209
0,2,10,70,1,0,2,144,99,3.0,546.0,544.0,94.0,344.0,889.0,187.0,69.0,313.0,743.0,109249
0,0,79,100,33,0,3,0,100,26.0,514.0,511.0,74.0,356.0,1459.0,136.0,122.0,348.0,911.0,109296
0,4,100,0,47,0,1,74,54,45.0,310.0,310.0,35.0,174.0,284.0,147.0,44.0,147.0,307.0,109338
3,2,7,66,1,0,2,142,86,7.0,586.0,584.0,115.0,368.0,943.0,202.0,72.0,336.0,785.0,109381
1,0,7,85,1,0,2,136,88,4.0,582.0,580.0,120.0,387.0,926.0,210.0,87.0,355.0,779.0,109427
11,2,7,70,1,0,1,129,82,9.0,382.0,381.0,105.0,330.0,362.0,196.0,87.0,310.0,391.0,109463
0,0,45,54,6,0,1,0,49,13.0,41.0,40.0,63.0,95.0,40.0,39.0,39.0,93.0,40.0,109501
8,2,7,70,1,0,1,143,86,6.0,397.0,396.0,103.0,326.0,335.0,200.0,81.0,302.0,402.0,109543
8,2,7,76,1,0,1,144,86,8.0,405.0,404.0,110.0,339.0,344.0,207.0,89.0,315.0,411.0,109584
0,2,12,70,1,0,1,144,89,2.0,380.0,379.0,75.0,290.0,234.0,189.0,65.0,259.0,377.0,109623
10,2,7,70,1,0,5,144,86,34.0,1201.0,1196.0,238.0,619.0,3054.0,251.0,107.0,585.0,2005.0,109659
0,2,7,70,1,0,1,144,93,2.0,366.0,365.0,70.0,282.0,227.0,182.0,65.0,252.0,364.0,109698
0,2,7,70,1,0,1,81,86,8.0,243.0,242.0,22.0,220.0,158.0,131.0,59.0,201.0,241.0,109735
1,2,7,72,3,0,2,144,86,9.0,596.0,594.0,119.0,376.0,931.0,210.0,78.0,342.0,794.0,109772
7,0,0,0,0,0,3,6,46,2.0,423.0,425.0,21.0,170.0,1438.0,27.0,12.0,169.0,824.0,109809
11,2,7,70,48,0,1,144,86,58.0,449.0,448.0,160.0,386.0,421.0,251.0,136.0,365.0,458.0,109845
12,2,2,78,1,0,1,144,86,12.0,411.0,410.0,124.0,359.0,394.0,213.0,99.0,339.0,421.0,109881
0,0,7,41,6,0,1,144,86,4.0,367.0,366.0,56.0,242.0,218.0,169.0,43.0,210.0,365.0,109924
0,2,7,70,1,0,3,83,86,4.0,648.0,645.0,88.0,364.0,1507.0,157.0,69.0,339.0,1044.0,109968
0,0,7,70,3,0,2,144,86,7.0,593.0,591.0,114.0,368.0,917.0,207.0,74.0,333.0,790.0,110012
9,0,25,17,14,0,3,0,1,16.0,421.0,418.0,1.0,207.0,1482.0,43.0,38.0,208.0,827.0,110051
0,0,7,50,1,0,1,144,85,1.0,375.0,374.0,61.0,257.0,224.0,175.0,47.0,225.0,373.0,110089
0,2,7,70,1,0,1,144,87,2.0,388.0,387.0,78.0,293.0,239.0,192.0,65.0,262.0,385.0,110126
0,8,0,63,0,2,1,0,100,11.0,45.0,44.0,59.0,108.0,44.0,43.0,43.0,106.0,44.0,110161
0,2,7,70,1,0,10,181,86,57.0,2278.0,2268.0,401.0,979.0,6347.0,338.0,115.0,912.0,4066.0,110199
0,18,17,3,4,0,1,0,70,2.0,3.0,3.0,101.0,6.0,3.0,1.0,1.0,4.0,2.0,110237
0,2,7,70,170,0,1,144,3,584.0,9917.0,9916.0,3861.0,5235.0,5644.0,4299.0,651.0,4369.0,9868.0,110272
2,2,7,70,1,0,1,150,86,2.0,407.0,406.0,91.0,311.0,273.0,202.0,71.0,280.0,407.0,110310
0,7,7,70,1,0,1,161,86,6.0,431.0,430.0,95.0,316.0,263.0,211.0,68.0,281.0,428.0,110345
0,14,7,73,1,0,1,144,86,12.0,394.0,393.0,83.0,301.0,245.0,196.0,70.0,269.0,392.0,110381
0,1,7,75,1,0,1,144,97,4.0,357.0,356.0,69.0,286.0,225.0,182.0,69.0,257.0,355.0,110426
11,2,7,80,39,0,2,144,97,52.0,611.0,609.0,177.0,449.0,1073.0,248.0,139.0,428.0,819.0,110469
0,49,7,70,1,0,5,144,86,71.0,1191.0,1186.0,208.0,579.0,2934.0,241.0,87.0,535.0,1985.0,110505
0,17,64,80,0,0,1,16,37,2.0,149.0,148.0,8.0,187.0,110.0,97.0,64.0,177.0,148.0,110543
1,9,7,62,1,0,1,140,55,15.0,561.0,560.0,143.0,373.0,343.0,260.0,68.0,326.0,558.0,110579
0,4,7,90,1,0,2,144,78,9.0,646.0,644.0,145.0,424.0,954.0,239.0,93.0,385.0,842.0,110621
0,27,7,70,112,0,1,144,86,136.0,502.0,501.0,191.0,406.0,353.0,304.0,178.0,374.0,500.0,110663
0,18,30,100,0,1,1,6,73,0.0,99.0,98.0,16.0,190.0,91.0,87.0,81.0,187.0,98.0,110700
0,7,86,20,58,0,1,109,25,86.0,941.0,940.0,296.0,529.0,619.0,429.0,98.0,449.0,935.0,110736
7,20,0,92,0,0,2,0,85,14.0,281.0,279.0,23.0,265.0,830.0,91.0,91.0,267.0,486.0,110778
7,5,7,70,21,0,1,144,97,27.0,379.0,378.0,105.0,324.0,324.0,204.0,98.0,302.0,384.0,110824
0,2,7,70,1,0,1,144,77,1.0,431.0,430.0,94.0,316.0,263.0,210.0,68.0,280.0,428.0,110866
0,5,7,14,1,0,1,144,86,3.0,335.0,334.0,24.0,183.0,186.0,137.0,11.0,151.0,333.0,110905
6,2,7,49,1,0,1,144,77,7.0,416.0,415.0,91.0,298.0,314.0,195.0,59.0,268.0,419.0,110942
7,5,7,63,3,0,1,139,86,10.0,382.0,381.0,91.0,306.0,313.0,191.0,74.0,282.0,386.0,110978
0,2,7,79,1,0,1,122,86,3.0,348.0,347.0,69.0,287.0,222.0,180.0,73.0,259.0,346.0,111015
0,2,7,70,1,0,1,149,93,2.0,377.0,376.0,74.0,288.0,233.0,187.0,65.0,257.0,374.0,111053
0,38,7,70,1,0,1,144,14,112.0,2131.0,2130.0,751.0,1182.0,1214.0,925.0,143.0,995.0,2119.0,111089
0,2,7,70,1,0,1,108,92,5.0,290.0,289.0,41.0,244.0,185.0,151.0,62.0,221.0,288.0,111127
